eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,location,summary,alternative_txt,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill
1.97E+11,1973,4,29,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Graham Cox,Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,2,603,United Kingdom,Western Europe,Northern Ireland,Newtownabbey,54.684823,-5.965868,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Liam McDonald, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,2,603,United Kingdom,Western Europe,Northern Ireland,Derry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Thomas Crump,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,5,4,603,United Kingdom,Western Europe,Northern Ireland,Coalisland,54.536706,-6.70361,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"James Seymour, 55, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,5,5,603,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"William Vines, Terence Williams and John Gibbons",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,3
1.97E+11,1973,5,10,603,United Kingdom,Western Europe,Northern Ireland,Aughnacloy,54.414416,-6.976641,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defense Regiment,"Franklin Caddoo, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,11,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"John McCormac, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,13,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Thomas Taylor and John Gaskell,Great Britain,Irish Republican Army (IRA),6,Explosives,Remote Trigger,Bomb - remote controlled,2
1.97E+11,1973,5,14,603,United Kingdom,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Roy Rutherford, Protestant",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,5,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Eileen Mackin, Catholic",Northern Ireland,Protestant extremists,5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,5,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Thomas Ward, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Firearm,1
1.97E+11,1973,5,17,603,United Kingdom,Western Europe,Northern Ireland,Omagh,54.600305,-7.298402,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Arthur Place, Derek Reed, Sheridan Young, Barry Cox, Frederick Drake, soldi",Great Britain,Irish Republican Army (IRA),6,Explosives,Vehicle,Booby-trap bomb,5
1.97E+11,1973,5,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,0,0,Assassination,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,19,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Edward Coogan, Catholic",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,24,603,United Kingdom,Western Europe,Northern Ireland,Cullaville,54.06149,-6.644365,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"John Wallace and Ian Donald, soldiers",Great Britain,Irish Republican Army (IRA),6,Explosives,Remote Trigger,Bomb - remote controlled,2
1.97E+11,1973,5,25,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Joseph Matthews, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,,"Paul Crummey, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,5,27,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Margaret Hrykiewicz, Catholic",Northern Ireland,Protestant extremists,9,Melee,Knife or Other Sharp Object,Knife,1
1.97E+11,1973,5,31,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,,"Thomas Curry, English Seaman",Great Britain,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,5,31,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Gerard Barnes, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1973,6,2,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,,"Samuel McCleave, Catholic",Northern Ireland,Protestant extremists,9,Melee,"Hands, Feet, Fists",Beaten to death; Stabbed,1
1.97E+11,1973,6,3,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Sarah McComb and Alfred Acheson, Protestants",Northern Ireland,Unknown,5,Firearms,Unknown Gun Type,Firearm,2
1.97E+11,1973,6,5,603,United Kingdom,Western Europe,Northern Ireland,Enniskillen,54.345417,-7.636355,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"David Purvis, Protestant, policeman",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,5,603,United Kingdom,Western Europe,Northern Ireland,Clogher,54.409928,-7.172562,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Terence Herdman, Catholic, 17",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Named Civilian,,Daniel ONeill,Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Samuel Rush, bus driver, Protestant",Northern Ireland,Protestant extremists,5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,6,12,603,United Kingdom,Western Europe,Northern Ireland,Coleraine,55.129345,-6.663439,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,six elderly protestants,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Vehicle,Car bomb,6
1.97E+11,1973,6,15,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Defense Association,"Michael Wilson, Protestant",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,16,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Daniel Rousse, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,17,603,United Kingdom,Western Europe,Northern Ireland,Glengormley,54.671804,-5.957181,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Joseph Kelly, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,21,603,United Kingdom,Western Europe,Northern Ireland,Derry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Barry Gritten, soldier",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,6,21,603,United Kingdom,Western Europe,Northern Ireland,Strabane,54.819164,-7.467909,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,David Smith,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,6,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"David Walker, Protestant",Northern Ireland,Official Irish Republican Army (OIRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,25,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Joseph Cunningham, Protestant",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,25,603,United Kingdom,Western Europe,Northern Ireland,Omagh,54.600305,-7.298402,,,,0,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,IRA,3 IRA members,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,3
1.97E+11,1973,6,26,603,United Kingdom,Western Europe,Northern Ireland,Antrim,54.713382,-6.216761,,,,1,0,Assassination,Private Citizens & Property,Political Party Member/Rally,Political Activist,"Paddy Wilson, Stormont senator and councillor and his secretary",Northern Ireland,Ulster Freedom Fighters (UFF),9,Melee,Knife or Other Sharp Object,Knife,2
1.97E+11,1973,6,26,603,United Kingdom,Western Europe,Northern Ireland,Creggan,55.011562,-7.312045,,,,1,0,Assassination,Private Citizens & Property,Named Civilian,,Noorbaz Khan,,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,6,29,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Sean Armstron, Protestant",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,7,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Reginald Roberts,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,7,4,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Hijacking,Private Citizens & Property,Religion Identified,Bus,"Dorothy Lynn, 46, Protestant",Northern Ireland,Irish Republican Army (IRA),8,Incendiary,Arson/Fire,Burned,1
1.97E+11,1973,7,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Robert Clarke, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,7,6,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Official IRA,"Patrick Bracken, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,7,12,603,United Kingdom,Western Europe,Northern Ireland,Newtownhamilton,54.192934,-6.576051,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",ex Ulster Defense Regiment,"Isaac Scott, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,7,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Frederick Davis, Protestant",Northern Ireland,Irish Republican Extremists,9,Melee,Rope or Other Strangling Device,Strangled,1
1.97E+11,1973,7,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Christopher Brady and Geoffrey Breakwell, soldiers",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,2
1.97E+11,1973,7,17,603,United Kingdom,Western Europe,Northern Ireland,Crumlin,54.620693,-6.211765,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Owen Ruddy, Catholic",Northern Ireland,Protestant extremists,6,Explosives,Vehicle,Car bomb,1
1.97E+11,1973,7,18,603,United Kingdom,Western Europe,Northern Ireland,Clogher,54.409928,-7.172562,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Brian Criddle,Great Britain,Irish Republican Army (IRA),6,Explosives,Landmine,Land mine,1
1.97E+11,1973,7,20,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Richard Jarman,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,7,20,603,United Kingdom,Western Europe,Northern Ireland,Meigh,54.122472,-6.388859,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defense Regiment,"Sidney Watt, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,7,21,603,United Kingdom,Western Europe,Northern Ireland,Newcastle,54.208418,-5.891745,,,,0,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,IRA,Alphonsus Cunningham and Pauline Kane,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,2
1.97E+11,1973,7,22,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,,"Peter Linauer, German seaman",Germany,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,5,603,United Kingdom,Western Europe,Northern Ireland,Moy,54.446614,-6.690752,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Francis Mullen adn Bernadette Mullen, Catholics",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,2
1.97E+11,1973,8,9,603,United Kingdom,Western Europe,Northern Ireland,Templepatrick,54.70333,-6.095585,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,,"Henry Cunningham, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,10,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Joseph Murphy, Catholic",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,11,603,United Kingdom,Western Europe,Northern Ireland,Castlederg,54.72,-7.613401,,,,1,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,IRA,"James McGlynn and Seamus Harvey, Catholics",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,2
1.97E+11,1973,8,11,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Norman Hutchinson, Protestant",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,15,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"William McIlveen, Protesant, policeman",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,15,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Edward Drummond, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Vehicle,Car bomb,1
1.97E+11,1973,8,18,603,United Kingdom,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Trevor Holland, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Charles O'Donnell, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1973,8,23,603,United Kingdom,Western Europe,Northern Ireland,Hilltown,54.19404,-6.144144,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Charles McDonnell, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,23,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Margaret Meeke, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,8,24,603,United Kingdom,Western Europe,Northern Ireland,Derry,55.011562,-7.312045,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Patrick Duffy, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,25,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Garage,3 catholics,Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Bomb; Firearm,1
1.97E+11,1973,8,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Owen Devine, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,8,28,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defense Regiment,"Kenneth Hill, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,8,30,603,United Kingdom,Western Europe,Northern Ireland,Tullyhommon,54.547617,-7.81769,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British army,Ronald Beckett,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1973,8,30,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Richard Miller, soldier",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,9,5,603,United Kingdom,Western Europe,Northern Ireland,Belcoo,54.296399,-7.871465,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Patrick Duffy, Catholic",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,9,7,603,United Kingdom,Western Europe,Northern Ireland,Belcoo,54.296399,-7.871465,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defense Regiment,"Matthew Lilley, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,9,15,603,United Kingdom,Western Europe,Northern Ireland,Ballymena,54.863117,-6.278343,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Maurice Spence, Protestant",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,9,16,603,United Kingdom,Western Europe,Northern Ireland,Lisburn,54.515694,-6.055724,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Leader of Ulster Defense Association,"Tommy Herron, Protestant",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,9,22,603,United Kingdom,Western Europe,Northern Ireland,Derry,55.011562,-7.312045,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"James Brown, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,9,25,603,United Kingdom,Western Europe,Northern Ireland,Killen,54.673252,-7.627484,,,,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Official IRA,"Seamus Larkin, ex OIRA, Catholic",Northern Ireland,Official Irish Republican Army (OIRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,1,603,United Kingdom,Western Europe,Northern Ireland,Ballynafeigh,54.607712,-5.95621,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,,"Eileen Doherty, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,3,603,United Kingdom,Western Europe,Northern Ireland,Creggan,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Lindsay Dobie, soldier",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,10,3,603,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,,,,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defense Regiment,"Ivan Vennard, Protestant, ex UDR",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,12,603,United Kingdom,Western Europe,Northern Ireland,Newtownbutler,54.184008,-7.360209,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Raymond McAdam, Catholic",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1973,10,16,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"William Campbell, protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,22,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,Wilson's Bar,"Ronald Fletcher, Protestant",Northern Ireland,Protestant extremists,6,Explosives,Unknown Explosive Type,Bombs,1
1.97E+11,1973,10,28,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,Stephen Hall,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,10,28,96,Ireland,Western Europe,Donegal,Lifford,54.83279,-7.481274,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Royal Ulster Constabulary,John Doherty,Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,29,603,United Kingdom,Western Europe,Northern Ireland,Banbridge,54.351036,-6.26702,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Patrick Campbell, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,10,29,603,United Kingdom,Western Europe,Northern Ireland,Aughnacloy,54.414416,-6.976641,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Francis McCaughey, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1973,11,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Daniel Carson, Catholic",Northern Ireland,Protestant extremists,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,11,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,Avenue Bar,"Francis McNellis, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1973,11,6,603,United Kingdom,Western Europe,Northern Ireland,Newtownhamilton,54.192934,-6.576051,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,John Aikman,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1973,11,8,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Robert McCaffrey, Catholic",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1973,11,13,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Bernard Teggart, Catholic, 15 years old",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
